"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"245","birth_where","idp_settlement","health_center","no",0.296523517382413,NA,0.256014518071388,0.337032516693438,"region","gedo"
"246","birth_where","idp_settlement","health_center","yes",0.387665198237885,NA,0.324240044048264,0.451090352427507,"region","gedo"
"247","birth_where","idp_settlement","health_center","no",0.386363636363636,NA,0.303177912769124,0.469549359958149,"region","lower_juba"
"248","birth_where","idp_settlement","health_center","yes",0.298578199052133,NA,0.236739613473998,0.360416784630268,"region","lower_juba"
"249","birth_where","idp_settlement","traditional","no",0.0681818181818182,NA,0.0251197373685138,0.111243898995123,"region","lower_juba"
"250","birth_where","idp_settlement","traditional","yes",0.18957345971564,NA,0.136608765909738,0.242538153521542,"region","lower_juba"
"251","birth_where","idp_settlement","home","no",0.5,NA,0.414578904515106,0.585421095484894,"region","lower_juba"
"252","birth_where","idp_settlement","home","yes",0.478672985781991,NA,0.411171171688567,0.546174799875414,"region","lower_juba"
"253","birth_where","idp_settlement","health_centre","no",0.00757575757575758,NA,0,0.0223892291698412,"region","lower_juba"
"254","birth_where","idp_settlement","health_centre","yes",0,NA,0,0,"region","lower_juba"
"255","birth_where","idp_settlement","no_birth","no",0.0151515151515152,NA,0,0.036020814816401,"region","lower_juba"
"256","birth_where","idp_settlement","no_birth","yes",0.018957345971564,NA,0.000529542011683658,0.0373851499314443,"region","lower_juba"
"257","birth_where","idp_settlement","dnk","no",0.0227272727272727,NA,0,0.0481883446509419,"region","lower_juba"
"258","birth_where","idp_settlement","dnk","yes",0.014218009478673,NA,0,0.0302154575798576,"region","lower_juba"
"259","birth_where","idp_settlement","health_center","no",0.5260663507109,NA,0.458632679872642,0.593500021549159,"region","galgaduud"
"260","birth_where","idp_settlement","health_center","yes",0.405797101449275,NA,0.353934857818413,0.457659345080138,"region","galgaduud"
"261","birth_where","idp_settlement","no_birth","no",0.0710900473933649,NA,0.036385292818141,0.105794801968589,"region","galgaduud"
"262","birth_where","idp_settlement","no_birth","yes",0.0666666666666667,NA,0.0403214238014872,0.0930119095318461,"region","galgaduud"
"263","birth_where","idp_settlement","traditional","no",0.127962085308057,NA,0.0828486285205766,0.173075542095537,"region","galgaduud"
"264","birth_where","idp_settlement","traditional","yes",0.144927536231884,NA,0.107747794999441,0.182107277464327,"region","galgaduud"
"265","birth_where","idp_settlement","home","no",0.156398104265403,NA,0.107343216840466,0.205452991690339,"region","galgaduud"
"266","birth_where","idp_settlement","home","yes",0.304347826086957,NA,0.255750695960065,0.352944956213848,"region","galgaduud"
"267","birth_where","idp_settlement","dnk","no",0.118483412322275,NA,0.0748376796055041,0.162129145039046,"region","galgaduud"
"268","birth_where","idp_settlement","dnk","yes",0.0782608695652174,NA,0.0498943668855742,0.106627372244861,"region","galgaduud"
"269","birth_where","idp_settlement","health_center","no",0.531963470319635,NA,0.485204255577167,0.578722685062102,"region","mudug"
"270","birth_where","idp_settlement","health_center","yes",0.47008547008547,NA,0.417838482729527,0.522332457441414,"region","mudug"
"271","birth_where","idp_settlement","home","no",0.335616438356164,NA,0.291366009913573,0.379866866798756,"region","mudug"
"272","birth_where","idp_settlement","home","yes",0.259259259259259,NA,0.213384882260112,0.305133636258406,"region","mudug"
"273","birth_where","idp_settlement","dnk","no",0.0251141552511416,NA,0.0104511632311992,0.0397771472710839,"region","mudug"
"274","birth_where","idp_settlement","dnk","yes",0.0199430199430199,NA,0.00530807643127747,0.0345779634547624,"region","mudug"
"275","birth_where","idp_settlement","no_birth","no",0.0182648401826484,NA,0.00571634814577342,0.0308133322195234,"region","mudug"
"276","birth_where","idp_settlement","no_birth","yes",0.0398860398860399,NA,0.0194007658747733,0.0603713138973065,"region","mudug"
"277","birth_where","idp_settlement","traditional","no",0.089041095890411,NA,0.0623521716133533,0.115730020167469,"region","mudug"
"278","birth_where","idp_settlement","traditional","yes",0.210826210826211,NA,0.168127127304518,0.253525294347903,"region","mudug"
"279","birth_where","idp_settlement","health_center","no",0.627604166666667,NA,0.579228381995923,0.67597995133741,"region","banadir"
"280","birth_where","idp_settlement","health_center","yes",0.365192582025678,NA,0.329533407932218,0.400851756119138,"region","banadir"
"281","birth_where","idp_settlement","home","no",0.174479166666667,NA,0.136502353769835,0.212455979563498,"region","banadir"
"282","birth_where","idp_settlement","home","yes",0.336661911554922,NA,0.301663061913436,0.371660761196408,"region","banadir"
"283","birth_where","idp_settlement","traditional","no",0.0833333333333333,NA,0.0556767960686494,0.110989870598017,"region","banadir"
"284","birth_where","idp_settlement","traditional","yes",0.182596291012839,NA,0.153983937128058,0.21120864489762,"region","banadir"
"285","birth_where","idp_settlement","dnk","no",0.0755208333333333,NA,0.0490806380818207,0.101961028584846,"region","banadir"
"286","birth_where","idp_settlement","dnk","yes",0.0684736091298146,NA,0.0497690058483936,0.0871782124112355,"region","banadir"
"287","birth_where","idp_settlement","no_birth","no",0.0390625,NA,0.0196755140722183,0.0584494859277817,"region","banadir"
"288","birth_where","idp_settlement","no_birth","yes",0.0470756062767475,NA,0.0313894515968445,0.0627617609566505,"region","banadir"
"289","birth_where","idp_settlement","home","no",0.504291845493562,NA,0.458862507047694,0.54972118393943,"region","lower_shabelle"
"290","birth_where","idp_settlement","home","yes",0.52020202020202,NA,0.450562143085894,0.589841897318146,"region","lower_shabelle"
"291","birth_where","idp_settlement","health_center","no",0.169527896995708,NA,0.135434873355555,0.203620920635862,"region","lower_shabelle"
"292","birth_where","idp_settlement","health_center","yes",0.0757575757575758,NA,0.0388726634308996,0.112642488084252,"region","lower_shabelle"
"293","birth_where","idp_settlement","dnk","no",0.0944206008583691,NA,0.0678513655456938,0.120989836171044,"region","lower_shabelle"
"294","birth_where","idp_settlement","dnk","yes",0.0101010101010101,NA,0,0.0240396569410146,"region","lower_shabelle"
"295","birth_where","idp_settlement","traditional","no",0.186695278969957,NA,0.151289372093163,0.222101185846752,"region","lower_shabelle"
"296","birth_where","idp_settlement","traditional","yes",0.313131313131313,NA,0.248485131208953,0.377777495053674,"region","lower_shabelle"
"297","birth_where","idp_settlement","no_birth","no",0.0450643776824034,NA,0.026215471868099,0.0639132834967078,"region","lower_shabelle"
"298","birth_where","idp_settlement","no_birth","yes",0.0808080808080808,NA,0.0428177332784043,0.118798428337757,"region","lower_shabelle"
"299","birth_where","idp_settlement","home","no",0.258064516129032,NA,0.211568879631975,0.30456015262609,"region","bay"
"300","birth_where","idp_settlement","home","yes",0.303030303030303,NA,0.212399766716558,0.393660839344048,"region","bay"
"301","birth_where","idp_settlement","health_center","no",0.439882697947214,NA,0.387138716034457,0.492626679859971,"region","bay"
"302","birth_where","idp_settlement","health_center","yes",0.333333333333333,NA,0.240368581358772,0.426298085307895,"region","bay"
"303","birth_where","idp_settlement","no_birth","no",0.0410557184750733,NA,0.0199719375561418,0.0621394993940048,"region","bay"
"304","birth_where","idp_settlement","no_birth","yes",0.0606060606060606,NA,0.0135509848748518,0.107661136337269,"region","bay"
"305","birth_where","idp_settlement","traditional","no",0.258064516129032,NA,0.211568879631975,0.30456015262609,"region","bay"
"306","birth_where","idp_settlement","traditional","yes",0.292929292929293,NA,0.203178685572179,0.382679900286406,"region","bay"
"307","birth_where","idp_settlement","dnk","no",0.00293255131964809,NA,0,0.00867834542153152,"region","bay"
"308","birth_where","idp_settlement","dnk","yes",0.0101010101010101,NA,0,0.029820805974402,"region","bay"
"309","birth_where","idp_settlement","home","no",0.409952606635071,NA,0.362991811333148,0.456913401936994,"region","bakool"
"310","birth_where","idp_settlement","home","yes",0.634782608695652,NA,0.572508759376135,0.697056458015169,"region","bakool"
"311","birth_where","idp_settlement","health_center","no",0.0734597156398104,NA,0.0485492443733436,0.0983701869062772,"region","bakool"
"312","birth_where","idp_settlement","health_center","yes",0.0478260869565217,NA,0.0202261531445641,0.0754260207684794,"region","bakool"
"313","birth_where","idp_settlement","traditional","no",0.450236966824645,NA,0.40273260249046,0.497741331158829,"region","bakool"
"314","birth_where","idp_settlement","traditional","yes",0.256521739130435,NA,0.200039266364142,0.313004211896728,"region","bakool"
"315","birth_where","idp_settlement","dnk","no",0.0663507109004739,NA,0.0425856000294395,0.0901158217715084,"region","bakool"
"316","birth_where","idp_settlement","dnk","yes",0.0608695652173913,NA,0.02994664257573,0.0917924878590526,"region","bakool"
