"perc_total_female","perc_total_male","perc_total_female_60","perc_total_male_60","perc_total_female_18_59","perc_total_male_18_59","perc_total_female_6_17","perc_total_male_6_17","perc_total_females_05","perc_total_males_05","female_hh__NA__female_hh","total_hh__NA__NA","msni_2_cat__NA__in_need","big_bar_msni__NA__1","big_bar_msni__NA__2","big_bar_msni__NA__3","big_bar_msni__NA__4","msni__NA__1","msni__NA__2","msni__NA__3","msni__NA__4","msni_2_cat__population_group__IDP__in_need","msni_2_cat__population_group__not_displaced__in_need","wash_score_2_cat__NA__in_need","big_bar_wash_score__NA__1","big_bar_wash_score__NA__2","big_bar_wash_score__NA__3","big_bar_wash_score__NA__4","wash_score__NA__1","wash_score__NA__2","wash_score__NA__3","wash_score__NA__4","wash_score_2_cat__population_group__IDP__in_need","wash_score_2_cat__population_group__not_displaced__in_need","health_score_2_cat__NA__in_need","big_bar_health_score__NA__1","big_bar_health_score__NA__2","big_bar_health_score__NA__3","big_bar_health_score__NA__4","health_score__NA__1","health_score__NA__2","health_score__NA__3","health_score__NA__4","health_score_2_cat__population_group__IDP__in_need","health_score_2_cat__population_group__not_displaced__in_need","snfi_score_2_cat__NA__in_need","big_bar_snfi_score__NA__1","big_bar_snfi_score__NA__2","big_bar_snfi_score__NA__3","big_bar_snfi_score__NA__4","snfi_score__NA__1","snfi_score__NA__2","snfi_score__NA__3","snfi_score__NA__4","snfi_score_2_cat__population_group__IDP__in_need","snfi_score_2_cat__population_group__not_displaced__in_need","edu_score_2_cat__NA__in_need","big_bar_edu_score__NA__1","big_bar_edu_score__NA__2","big_bar_edu_score__NA__3","big_bar_edu_score__NA__4","edu_score__NA__1","edu_score__NA__2","edu_score__NA__3","edu_score__NA__4","edu_score_2_cat__population_group__IDP__in_need","edu_score_2_cat__population_group__not_displaced__in_need","prot_score_2_cat__NA__in_need","big_bar_prot_score__NA__1","big_bar_prot_score__NA__2","big_bar_prot_score__NA__3","big_bar_prot_score__NA__4","prot_score__NA__1","prot_score__NA__2","prot_score__NA__3","prot_score__NA__4","prot_score_2_cat__population_group__IDP__in_need","prot_score_2_cat__population_group__not_displaced__in_need","mcsi_score_2_cat__NA__in_need","big_bar_mcsi_score__NA__1","big_bar_mcsi_score__NA__2","big_bar_mcsi_score__NA__3","big_bar_mcsi_score__NA__4","mcsi_score__NA__1","mcsi_score__NA__2","mcsi_score__NA__3","mcsi_score__NA__4","mcsi_score_2_cat__population_group__IDP__in_need","mcsi_score_2_cat__population_group__not_displaced__in_need","pev_score_2_cat__NA__in_need","big_bar_pev_score__NA__1","big_bar_pev_score__NA__2","big_bar_pev_score__NA__3","big_bar_pev_score__NA__4","pev_score__NA__1","pev_score__NA__2","pev_score__NA__3","pev_score__NA__4","pev_score_2_cat__population_group__IDP__in_need","pev_score_2_cat__population_group__not_displaced__in_need","impact_score_2_cat__NA__in_need","big_bar_impact_score__NA__1","big_bar_impact_score__NA__2","big_bar_impact_score__NA__3","big_bar_impact_score__NA__4","impact_score__NA__1","impact_score__NA__2","impact_score__NA__3","impact_score__NA__4","impact_score_2_cat__population_group__IDP__in_need","impact_score_2_cat__population_group__not_displaced__in_need","at_least_lsg_above_sev_3__NA__TRUE","lsg_or_cg__NA__TRUE","lsg_cg__NA__one_lsg_no_cg","lsg_cg__NA__one_lsg_one_cg","lsg_cg__NA__no_lsg_one_cg"
47.0519494091916,52.9480505908084,1.84085650559888,1.89622907064425,17.7279970513261,17.7992237455283,17.3938266810706,20.8217876102095,10.089269171196,12.4308101644263,66.2962070894298,6.78323368387922,12.3954609429257,112.496115473268,763.549275097476,120.83823796798,3.11637146127691,11.2496115473268,76.3549275097476,12.083823796798,0.311637146127691,22.8008209745931,11.0128831013235,5.9590235097333,349.241874335569,591.167890567098,59.1441639371247,0.446071160208345,34.9241874335569,59.1167890567098,5.91441639371247,0.0446071160208345,11.5958919417301,5.21004323741336,1.09167984263367,738.112151790148,250.971049783516,10.8035876524137,0.113210773922946,73.8112151790148,25.0971049783516,1.08035876524137,0.0113210773922946,1.57114494424639,1.02797250110067,18.2660502925263,210.658794913962,606.680702160775,181.646383512391,1.01411941287241,21.0658794913962,60.6680702160775,18.1646383512391,0.101411941287241,34.3723080967041,16.1259844914952,2.99811936782077,601.333330960009,368.685475361784,29.976314038121,0.00487964008664751,60.1333330960009,36.8685475361784,2.9976314038121,0.000487964008664751,4.01485747446629,2.86302365054789,0.046546867244488,424.147316539186,575.387214788369,0.465468672444879,0,42.4147316539186,57.5387214788369,0.046546867244488,0,0.138685534552704,0.0343042461927034,3.25857144113789,691.166007382125,276.248278206496,29.9154141103103,2.67030030106856,69.1166007382125,27.6248278206496,2.99154141103103,0.267030030106856,7.81784784547287,2.65277264982371,22.4395588440838,53.0241190938686,722.580292465294,224.395588440838,0,5.30241190938686,72.2580292465294,22.4395588440838,0,61.8782109490357,17.1992782255357,1.49124472510823,767.938376331894,217.149176417024,14.9124472510823,0,76.7938376331894,21.7149176417024,1.49124472510823,0,5.68524350471617,0.933980991537729,48.32492406907,100,45.9716455341342,2.35327853493572,0.905292906202168
